path;year;n_neg_messages;n_pos_messages;n_negs;no_pos;n_commits
acct-group;2019;70;25;79;25;83
acct-group;2020;104;60;114;61;162
acct-group;2021;64;38;74;39;104
acct-group;2022;22;21;26;21;50
acct-group;2023;2;1;2;1;10
acct-user;2019;63;25;70;25;84
acct-user;2020;105;58;115;59;159
acct-user;2021;67;39;77;39;114
acct-user;2022;25;22;29;22;58
acct-user;2023;2;1;2;1;12
app-accessibility;2004;367;277;388;282;198
app-accessibility;2005;384;281;408;285;145
app-accessibility;2006;381;284;405;293;142
app-accessibility;2007;315;267;326;278;171
app-accessibility;2008;187;147;203;152;162
app-accessibility;2009;206;161;215;167;163
app-accessibility;2010;113;92;118;92;104
app-accessibility;2011;107;89;116;89;94
app-accessibility;2012;120;91;131;92;70
app-accessibility;2013;195;155;207;157;113
app-accessibility;2014;134;71;151;71;105
app-accessibility;2015;130;75;142;75;86
app-accessibility;2016;54;30;56;32;40
app-accessibility;2017;70;46;79;47;57
app-accessibility;2018;21;23;25;23;47
app-accessibility;2019;34;22;44;22;54
app-accessibility;2020;49;47;52;47;87
app-accessibility;2021;64;38;74;38;127
app-accessibility;2022;63;33;74;33;141
app-accessibility;2023;3;1;3;1;15
app-admin;2001;189;202;197;218;98
app-admin;2002;521;692;536;717;344
app-admin;2003;724;718;755;738;562
app-admin;2004;840;645;889;665;723
app-admin;2005;871;688;914;707;702
app-admin;2006;1056;746;1138;774;757
app-admin;2007;801;591;850;609;707
app-admin;2008;465;358;489;361;656
app-admin;2009;483;372;510;390;656
app-admin;2010;379;309;395;311;609
app-admin;2011;407;309;438;312;619
app-admin;2012;799;584;875;595;780
app-admin;2013;632;469;665;474;682
app-admin;2014;500;326;581;330;625
app-admin;2015;462;300;504;306;630
app-admin;2016;510;347;557;371;659
app-admin;2017;476;320;515;328;717
app-admin;2018;255;141;282;144;715
app-admin;2019;214;116;245;116;660
app-admin;2020;254;183;277;185;701
app-admin;2021;209;135;249;137;837
app-admin;2022;165;113;186;113;849
app-admin;2023;15;10;17;11;212
app-alternatives;2022;3;3;3;3;13
app-antivirus;2004;135;93;141;95;56
app-antivirus;2005;230;184;245;190;130
app-antivirus;2006;176;147;187;154;91
app-antivirus;2007;219;159;233;169;87
app-antivirus;2008;85;59;89;59;67
app-antivirus;2009;79;45;82;45;41
app-antivirus;2010;25;27;25;27;25
app-antivirus;2011;38;35;40;35;37
app-antivirus;2012;41;18;44;19;19
app-antivirus;2013;64;40;68;40;31
app-antivirus;2014;31;30;45;30;29
app-antivirus;2015;33;23;37;23;22
app-antivirus;2016;52;32;58;34;22
app-antivirus;2017;59;41;65;42;24
app-antivirus;2018;22;10;22;10;45
app-antivirus;2019;33;19;39;19;58
app-antivirus;2020;25;24;26;24;56
app-antivirus;2021;29;31;33;32;50
app-antivirus;2022;13;10;13;10;35
app-antivirus;2023;4;4;4;4;11
app-arch;2001;83;92;87;99;41
app-arch;2002;249;338;255;354;140
app-arch;2003;415;412;433;423;222
app-arch;2004;700;535;745;553;474
app-arch;2005;629;474;668;487;409
app-arch;2006;681;537;732;560;415
app-arch;2007;597;433;634;442;411
app-arch;2008;297;251;312;253;367
app-arch;2009;259;198;277;210;252
app-arch;2010;303;225;313;226;320
app-arch;2011;233;194;249;198;259
app-arch;2012;542;409;586;416;352
app-arch;2013;331;250;355;252;258
app-arch;2014;339;216;397;218;265
app-arch;2015;252;165;271;171;242
app-arch;2016;311;204;338;220;272
app-arch;2017;243;177;264;180;262
app-arch;2018;178;116;197;117;364
app-arch;2019;149;76;170;76;347
app-arch;2020;156;108;168;108;290
app-arch;2021;128;94;153;96;309
app-arch;2022;86;75;98;75;315
app-arch;2023;13;7;16;9;70
app-backup;2015;78;46;85;47;52
app-backup;2016;182;119;196;129;152
app-backup;2017;203;151;218;155;170
app-backup;2018;54;31;61;33;111
app-backup;2019;38;27;46;27;85
app-backup;2020;111;63;120;63;173
app-backup;2021;73;37;96;37;176
app-backup;2022;49;45;50;45;180
app-backup;2023;6;8;8;9;45
app-benchmarks;2002;50;55;52;56;19
app-benchmarks;2003;114;107;118;112;39
app-benchmarks;2004;212;158;227;162;102
app-benchmarks;2005;213;141;226;145;77
app-benchmarks;2006;124;66;129;68;41
app-benchmarks;2007;94;68;102;68;38
app-benchmarks;2008;53;55;54;55;45
app-benchmarks;2009;94;70;97;71;49
app-benchmarks;2010;35;28;36;29;33
app-benchmarks;2011;41;40;43;40;30
app-benchmarks;2012;130;105;148;108;62
app-benchmarks;2013;63;40;63;40;40
app-benchmarks;2014;48;28;54;29;31
app-benchmarks;2015;52;28;56;30;41
app-benchmarks;2016;74;47;78;49;49
app-benchmarks;2017;71;55;73;57;64
app-benchmarks;2018;40;19;42;20;73
app-benchmarks;2019;38;28;43;28;60
app-benchmarks;2020;71;28;83;29;69
app-benchmarks;2021;43;25;50;25;85
app-benchmarks;2022;21;18;23;18;51
app-benchmarks;2023;1;NA;1;NA;13
app-cdr;2001;89;90;92;99;48
app-cdr;2002;287;399;292;418;153
app-cdr;2003;354;350;369;368;182
app-cdr;2004;460;359;486;373;285
app-cdr;2005;605;471;638;482;272
app-cdr;2006;713;546;774;562;314
app-cdr;2007;447;270;484;274;202
app-cdr;2008;300;219;325;225;209
app-cdr;2009;267;189;283;196;208
app-cdr;2010;156;115;162;115;178
app-cdr;2011;164;119;179;122;142
app-cdr;2012;266;213;285;217;119
app-cdr;2013;103;66;108;66;66
app-cdr;2014;160;88;195;89;74
app-cdr;2015;70;45;78;45;72
app-cdr;2016;97;84;102;92;74
app-cdr;2017;92;74;102;75;79
app-cdr;2018;67;42;70;42;76
app-cdr;2019;36;24;40;25;52
app-cdr;2020;48;30;49;30;65
app-cdr;2021;47;34;53;34;76
app-cdr;2022;27;29;31;29;78
app-cdr;2023;2;5;3;6;14
app-containers;2021;3;3;4;3;12
app-containers;2022;83;53;95;53;210
app-containers;2023;10;10;13;12;52
app-crypt;2001;55;58;56;62;31
app-crypt;2002;208;240;211;250;100
app-crypt;2003;331;361;345;372;164
app-crypt;2004;651;525;686;539;413
app-crypt;2005;557;459;589;475;316
app-crypt;2006;615;491;651;504;335
app-crypt;2007;597;422;640;437;307
app-crypt;2008;288;203;313;206;267
app-crypt;2009;295;191;311;202;271
app-crypt;2010;222;164;233;164;248
app-crypt;2011;251;174;272;178;270
app-crypt;2012;486;340;538;346;283
app-crypt;2013;335;239;357;241;242
app-crypt;2014;327;191;379;194;266
app-crypt;2015;379;223;413;229;328
app-crypt;2016;345;217;379;231;258
app-crypt;2017;335;231;360;233;390
app-crypt;2018;180;104;196;106;425
app-crypt;2019;172;100;195;101;423
app-crypt;2020;185;136;203;137;404
app-crypt;2021;127;82;151;84;465
app-crypt;2022;126;85;143;85;397
app-crypt;2023;14;13;17;15;110
app-dicts;2002;18;23;18;24;7
app-dicts;2003;214;205;227;214;91
app-dicts;2004;428;307;448;317;181
app-dicts;2005;261;189;274;193;103
app-dicts;2006;401;286;427;292;115
app-dicts;2007;149;78;159;78;79
app-dicts;2008;153;109;168;113;92
app-dicts;2009;159;115;166;118;128
app-dicts;2010;69;74;72;75;61
app-dicts;2011;40;30;40;30;29
app-dicts;2012;191;146;203;147;90
app-dicts;2013;99;69;106;69;52
app-dicts;2014;112;80;128;81;74
app-dicts;2015;75;50;78;50;60
app-dicts;2016;65;51;73;55;62
app-dicts;2017;64;52;66;53;57
app-dicts;2018;22;19;23;19;52
app-dicts;2019;23;12;25;12;46
app-dicts;2020;34;16;39;16;39
app-dicts;2021;48;33;55;33;79
app-dicts;2022;20;18;27;18;52
app-dicts;2023;5;4;5;5;15
app-doc;2001;289;299;298;330;178
app-doc;2002;210;288;216;296;105
app-doc;2003;278;284;287;291;109
app-doc;2004;331;238;347;245;164
app-doc;2005;382;303;404;311;155
app-doc;2006;362;282;394;288;157
app-doc;2007;298;190;312;192;188
app-doc;2008;175;122;192;125;96
app-doc;2009;128;94;133;98;106
app-doc;2010;75;60;78;60;72
app-doc;2011;89;50;98;50;71
app-doc;2012;183;122;198;124;96
app-doc;2013;200;141;205;144;101
app-doc;2014;97;51;116;51;68
app-doc;2015;114;62;123;62;82
app-doc;2016;109;69;124;76;76
app-doc;2017;106;73;115;74;86
app-doc;2018;56;33;62;34;89
app-doc;2019;42;25;47;25;100
app-doc;2020;81;54;91;55;112
app-doc;2021;50;25;56;25;95
app-doc;2022;48;41;55;41;106
app-doc;2023;7;4;8;5;20
app-editors;2001;172;185;177;199;87
app-editors;2002;430;558;445;584;255
app-editors;2003;638;606;665;626;357
app-editors;2004;761;580;808;597;539
app-editors;2005;671;509;707;522;422
app-editors;2006;787;600;848;616;457
app-editors;2007;720;510;773;529;533
app-editors;2008;378;273;406;278;456
app-editors;2009;377;271;401;284;393
app-editors;2010;250;207;262;209;369
app-editors;2011;332;244;354;249;323
app-editors;2012;616;450;679;461;420
app-editors;2013;326;235;341;237;269
app-editors;2014;333;218;394;221;285
app-editors;2015;287;180;310;183;252
app-editors;2016;289;196;320;209;237
app-editors;2017;253;171;273;174;297
app-editors;2018;175;91;188;93;295
app-editors;2019;123;75;145;75;272
app-editors;2020;140;101;158;102;241
app-editors;2021;121;71;141;72;335
app-editors;2022;120;90;131;90;412
app-editors;2023;11;5;12;6;93
app-emacs;2002;27;45;27;48;16
app-emacs;2003;338;306;354;314;156
app-emacs;2004;505;387;536;398;262
app-emacs;2005;352;294;368;301;162
app-emacs;2006;386;266;408;274;131
app-emacs;2007;659;462;698;474;428
app-emacs;2008;284;227;303;228;295
app-emacs;2009;340;251;359;259;317
app-emacs;2010;174;158;181;159;197
app-emacs;2011;162;118;176;121;149
app-emacs;2012;329;242;372;248;172
app-emacs;2013;261;151;274;154;139
app-emacs;2014;235;157;276;158;188
app-emacs;2015;162;91;175;94;122
app-emacs;2016;129;76;145;82;74
app-emacs;2017;124;91;131;92;116
app-emacs;2018;74;36;82;37;138
app-emacs;2019;75;52;88;52;155
app-emacs;2020;55;43;63;43;85
app-emacs;2021;53;31;64;31;91
app-emacs;2022;102;77;113;77;283
app-emacs;2023;16;10;20;12;84
app-emulation;2001;18;25;19;28;21
app-emulation;2002;339;451;347;467;189
app-emulation;2003;527;516;551;530;300
app-emulation;2004;557;450;600;463;314
app-emulation;2005;614;484;647;497;347
app-emulation;2006;788;541;847;561;344
app-emulation;2007;577;410;621;422;346
app-emulation;2008;266;193;279;194;264
app-emulation;2009;374;286;395;297;355
app-emulation;2010;267;221;277;223;361
app-emulation;2011;333;251;362;258;383
app-emulation;2012;634;491;702;502;491
app-emulation;2013;620;423;655;430;509
app-emulation;2014;432;252;493;257;438
app-emulation;2015;368;226;402;228;419
app-emulation;2016;346;239;380;253;478
app-emulation;2017;395;266;429;274;490
app-emulation;2018;230;127;256;129;480
app-emulation;2019;201;112;229;112;488
app-emulation;2020;254;173;282;174;566
app-emulation;2021;173;121;207;123;587
app-emulation;2022;130;100;147;100;469
app-emulation;2023;11;11;14;12;102
app-eselect;2015;103;52;113;52;74
app-eselect;2016;91;78;97;86;78
app-eselect;2017;162;119;180;126;117
app-eselect;2018;67;37;76;37;87
app-eselect;2019;62;40;73;40;104
app-eselect;2020;52;44;60;44;91
app-eselect;2021;53;29;64;30;86
app-eselect;2022;37;17;42;17;82
app-eselect;2023;2;NA;2;NA;16
app-forensics;2004;97;64;105;65;48
app-forensics;2005;217;180;223;185;85
app-forensics;2006;44;36;47;36;24
app-forensics;2007;99;71;106;71;55
app-forensics;2008;36;22;37;22;24
app-forensics;2009;78;60;81;63;52
app-forensics;2010;52;40;52;40;31
app-forensics;2011;109;66;114;67;63
app-forensics;2012;143;87;151;88;77
app-forensics;2013;76;60;80;61;56
app-forensics;2014;87;71;105;71;58
app-forensics;2015;37;23;39;23;26
app-forensics;2016;41;27;45;28;31
app-forensics;2017;66;50;73;53;57
app-forensics;2018;30;29;34;30;54
app-forensics;2019;24;17;31;17;40
app-forensics;2020;42;30;46;30;55
app-forensics;2021;42;21;50;21;60
app-forensics;2022;42;34;48;34;73
app-forensics;2023;9;2;10;2;17
app-gnustep;2003;46;53;49;54;11
app-gnustep;2004;22;25;23;25;10
app-i18n;2001;39;58;41;60;21
app-i18n;2002;199;281;208;294;109
app-i18n;2003;449;424;469;436;198
app-i18n;2004;732;548;777;563;374
app-i18n;2005;555;432;578;441;292
app-i18n;2006;499;436;530;445;241
app-i18n;2007;388;303;404;311;205
app-i18n;2008;217;156;227;158;147
app-i18n;2009;272;229;286;236;220
app-i18n;2010;209;171;215;172;170
app-i18n;2011;170;132;191;132;164
app-i18n;2012;372;276;422;281;236
app-i18n;2013;275;212;290;214;181
app-i18n;2014;204;126;238;129;133
app-i18n;2015;134;99;148;100;113
app-i18n;2016;144;93;159;98;119
app-i18n;2017;190;130;207;137;155
app-i18n;2018;113;69;118;70;154
app-i18n;2019;91;42;108;42;136
app-i18n;2020;99;60;111;60;151
app-i18n;2021;94;57;106;57;182
app-i18n;2022;53;41;61;41;145
app-i18n;2023;1;2;1;2;23
app-laptop;2004;184;131;198;137;79
app-laptop;2005;311;238;326;243;112
app-laptop;2006;275;190;293;195;109
app-laptop;2007;219;164;229;168;94
app-laptop;2008;63;44;67;45;44
app-laptop;2009;53;40;60;42;42
app-laptop;2010;58;49;61;50;37
app-laptop;2011;114;83;128;85;48
app-laptop;2012;138;115;143;118;61
app-laptop;2013;92;64;95;65;44
app-laptop;2014;48;35;51;35;34
app-laptop;2015;46;27;50;28;27
app-laptop;2016;36;20;36;20;27
app-laptop;2017;30;21;31;21;30
app-laptop;2018;10;3;11;3;21
app-laptop;2019;10;8;10;8;25
app-laptop;2020;22;12;23;12;19
app-laptop;2021;15;6;19;6;34
app-laptop;2022;14;9;14;9;25
app-laptop;2023;1;NA;1;NA;5
app-leechcraft;2013;107;65;114;65;34
app-leechcraft;2014;67;43;80;43;31
app-leechcraft;2015;21;21;21;22;18
app-leechcraft;2016;7;4;7;4;4
app-leechcraft;2017;17;10;18;10;17
app-leechcraft;2018;2;4;2;5;8
app-leechcraft;2019;7;1;7;1;4
app-leechcraft;2020;3;3;3;3;8
app-macos;2004;7;2;8;2;2
app-metrics;2018;23;17;26;17;51
app-metrics;2019;48;29;52;29;77
app-metrics;2020;29;29;34;29;47
app-metrics;2021;18;19;21;19;57
app-metrics;2022;32;24;35;24;60
app-metrics;2023;1;NA;1;NA;14
app-misc;2001;184;219;192;237;109
app-misc;2002;490;661;500;685;318
app-misc;2003;717;696;749;716;545
app-misc;2004;907;661;961;683;788
app-misc;2005;850;656;900;673;581
app-misc;2006;945;678;1013;706;572
app-misc;2007;743;546;797;563;633
app-misc;2008;432;334;462;339;527
app-misc;2009;416;317;442;332;523
app-misc;2010;315;242;328;244;524
app-misc;2011;429;304;465;311;543
app-misc;2012;740;534;799;545;631
app-misc;2013;597;409;633;414;521
app-misc;2014;459;293;530;297;427
app-misc;2015;368;226;395;232;389
app-misc;2016;388;255;424;272;379
app-misc;2017;383;275;407;280;499
app-misc;2018;191;103;207;106;466
app-misc;2019;174;96;200;97;443
app-misc;2020;212;166;232;167;518
app-misc;2021;165;109;199;110;579
app-misc;2022;146;99;164;99;547
app-misc;2023;13;9;15;10;135
app-mobilephone;2005;162;138;172;144;72
app-mobilephone;2006;341;242;372;251;117
app-mobilephone;2007;190;120;200;123;82
app-mobilephone;2008;109;90;116;90;75
app-mobilephone;2009;120;90;124;96;74
app-mobilephone;2010;111;107;114;107;78
app-mobilephone;2011;61;52;61;53;60
app-mobilephone;2012;169;110;182;112;64
app-mobilephone;2013;67;60;70;60;34
app-mobilephone;2014;79;32;93;32;40
app-mobilephone;2015;38;17;40;17;34
app-mobilephone;2016;60;62;65;71;39
app-mobilephone;2017;32;31;32;31;31
app-mobilephone;2018;20;11;21;11;32
app-mobilephone;2019;4;6;4;7;16
app-mobilephone;2020;35;14;36;14;18
app-mobilephone;2021;16;13;18;13;36
app-mobilephone;2022;3;7;3;7;23
app-mobilephone;2023;1;NA;1;NA;5
app-office;2001;177;204;188;219;98
app-office;2002;401;509;409;534;202
app-office;2003;521;521;545;531;318
app-office;2004;671;528;710;545;447
app-office;2005;674;533;705;545;504
app-office;2006;850;607;917;625;404
app-office;2007;615;469;657;484;366
app-office;2008;335;260;355;263;379
app-office;2009;379;291;400;306;343
app-office;2010;248;224;261;226;350
app-office;2011;394;278;422;283;450
app-office;2012;640;458;691;468;456
app-office;2013;459;297;479;301;362
app-office;2014;268;175;315;176;249
app-office;2015;251;163;266;167;250
app-office;2016;232;144;252;154;193
app-office;2017;180;151;193;155;225
app-office;2018;153;83;164;83;245
app-office;2019;79;57;88;58;244
app-office;2020;178;108;198;110;243
app-office;2021;98;56;113;58;201
app-office;2022;94;67;110;67;217
app-office;2023;12;6;13;7;67
app-officeext;2012;56;33;61;33;18
app-officeext;2013;23;17;27;18;11
app-officeext;2014;32;10;44;10;13
app-officeext;2015;40;19;43;19;23
app-officeext;2016;18;9;19;9;10
app-officeext;2017;7;7;8;7;9
app-officeext;2018;9;5;9;5;14
app-officeext;2019;2;4;2;4;9
app-officeext;2020;3;1;3;1;10
app-officeext;2021;2;4;3;4;10
app-officeext;2022;1;1;1;1;5
app-pda;2002;19;4;20;4;3
app-pda;2003;127;124;133;128;54
app-pda;2004;296;204;318;211;113
app-pda;2005;282;220;298;227;97
app-pda;2006;188;135;200;143;81
app-pda;2007;203;125;215;129;91
app-pda;2008;95;78;100;79;76
app-pda;2009;125;98;128;102;84
app-pda;2010;67;47;68;48;66
app-pda;2011;82;63;86;63;61
app-pda;2012;171;133;192;134;63
app-pda;2013;40;36;41;36;20
app-pda;2014;65;29;80;30;27
app-pda;2015;14;7;15;7;12
app-pda;2016;34;30;36;31;20
app-pda;2017;32;23;34;24;21
app-pda;2018;10;5;10;5;11
app-pda;2019;22;12;23;12;19
app-pda;2020;25;11;28;11;39
app-pda;2021;8;7;11;7;18
app-pda;2022;12;5;16;5;16
app-pda;2023;1;NA;1;NA;6
app-portage;2003;139;128;140;133;69
app-portage;2004;465;317;498;326;219
app-portage;2005;690;557;730;571;410
app-portage;2006;686;517;738;535;359
app-portage;2007;606;414;657;427;398
app-portage;2008;247;213;267;217;288
app-portage;2009;304;235;320;246;275
app-portage;2010;290;242;301;244;338
app-portage;2011;306;206;334;211;277
app-portage;2012;493;364;538;372;294
app-portage;2013;294;205;307;209;205
app-portage;2014;244;171;285;175;216
app-portage;2015;251;169;270;173;196
app-portage;2016;195;131;211;140;144
app-portage;2017;240;151;254;153;226
app-portage;2018;135;83;143;85;224
app-portage;2019;123;55;141;55;261
app-portage;2020;191;117;209;117;362
app-portage;2021;101;67;124;67;215
app-portage;2022;89;57;103;57;227
app-portage;2023;12;4;15;5;66
app-sci;2002;236;316;243;330;112
app-sci;2003;541;533;571;550;286
app-sci;2004;797;596;849;616;539
app-shells;2001;36;34;36;35;20
app-shells;2002;154;220;158;230;74
app-shells;2003;305;326;313;340;151
app-shells;2004;443;361;470;370;231
app-shells;2005;401;302;420;308;228
app-shells;2006;335;284;364;294;141
app-shells;2007;292;205;315;213;136
app-shells;2008;136;100;141;101;111
app-shells;2009;221;143;235;150;159
app-shells;2010;138;114;145;117;124
app-shells;2011;142;102;159;103;103
app-shells;2012;313;230;345;234;174
app-shells;2013;220;142;227;144;120
app-shells;2014;232;137;262;138;156
app-shells;2015;162;104;173;108;125
app-shells;2016;168;108;188;116;138
app-shells;2017;132;89;144;93;150
app-shells;2018;99;48;106;48;185
app-shells;2019;71;43;79;43;141
app-shells;2020;108;69;118;71;185
app-shells;2021;76;50;94;50;145
app-shells;2022;83;51;91;51;200
app-shells;2023;10;6;12;7;46
app-text;2001;247;252;258;267;140
app-text;2002;536;724;552;758;336
app-text;2003;715;705;744;725;523
app-text;2004;931;700;989;720;856
app-text;2005;923;711;972;729;817
app-text;2006;1101;812;1181;839;997
app-text;2007;802;599;858;619;846
app-text;2008;461;370;493;375;783
app-text;2009;518;388;547;404;726
app-text;2010;429;336;445;337;801
app-text;2011;483;367;525;375;740
app-text;2012;820;606;900;618;942
app-text;2013;633;427;663;432;669
app-text;2014;480;305;560;309;558
app-text;2015;405;268;437;275;551
app-text;2016;418;278;452;297;499
app-text;2017;423;289;463;297;670
app-text;2018;237;133;257;134;591
app-text;2019;198;103;232;104;544
app-text;2020;251;180;274;181;727
app-text;2021;192;128;233;130;694
app-text;2022;143;106;158;106;683
app-text;2023;16;13;20;15;183
app-vim;2003;86;84;90;85;35
app-vim;2004;263;236;276;246;127
app-vim;2005;365;301;381;310;168
app-vim;2006;300;212;318;218;101
app-vim;2007;170;131;184;137;93
app-vim;2008;71;59;73;59;64
app-vim;2009;39;32;40;32;49
app-vim;2010;131;104;136;105;101
app-vim;2011;187;117;204;122;139
app-vim;2012;181;147;189;151;100
app-vim;2013;202;153;209;153;126
app-vim;2014;96;56;101;57;65
app-vim;2015;61;34;68;35;50
app-vim;2016;198;137;217;147;118
app-vim;2017;151;98;158;98;109
app-vim;2018;51;34;54;34;75
app-vim;2019;20;13;24;13;58
app-vim;2020;46;33;49;33;81
app-vim;2021;31;20;35;20;63
app-vim;2022;8;11;8;11;37
app-vim;2023;3;1;3;1;12
app-xemacs;2002;27;10;28;10;4
app-xemacs;2003;23;23;23;24;11
app-xemacs;2004;41;31;44;32;18
app-xemacs;2005;56;36;59;38;21
app-xemacs;2006;27;31;28;32;15
app-xemacs;2007;64;47;71;49;28
app-xemacs;2008;23;19;25;19;24
app-xemacs;2009;22;9;22;9;18
app-xemacs;2010;16;18;16;18;20
app-xemacs;2011;21;17;22;17;12
app-xemacs;2012;26;8;26;8;7
app-xemacs;2013;6;2;7;2;4
app-xemacs;2014;21;12;22;12;10
app-xemacs;2015;7;2;7;2;3
app-xemacs;2016;8;7;8;7;4
app-xemacs;2017;24;15;24;15;14
app-xemacs;2018;20;19;22;19;32
app-xemacs;2019;3;3;4;3;11
app-xemacs;2020;11;10;12;10;13
app-xemacs;2021;4;4;4;4;16
app-xemacs;2022;11;9;11;9;28
berlin-base;2001;7;12;7;12;7
berlin-base;2002;23;21;24;22;7
berlin-base;2003;2;2;2;2;1
dev-ada;2003;125;123;129;125;27
dev-ada;2004;22;22;22;22;11
dev-ada;2005;74;48;78;52;22
dev-ada;2006;102;74;111;79;30
dev-ada;2007;65;58;68;61;28
dev-ada;2008;34;29;34;29;24
dev-ada;2009;9;13;9;13;10
dev-ada;2011;11;6;11;6;1
dev-ada;2012;15;6;16;6;8
dev-ada;2013;1;NA;1;NA;1
dev-ada;2014;1;NA;1;NA;3
dev-ada;2015;9;8;9;8;7
dev-ada;2016;6;4;6;4;1
dev-ada;2017;100;73;110;75;77
dev-ada;2018;73;37;85;39;83
dev-ada;2019;61;30;70;30;60
dev-ada;2020;31;15;31;15;23
dev-ada;2021;26;10;30;10;56
dev-ada;2022;21;17;22;17;51
dev-ada;2023;3;NA;3;NA;17
dev-cpp;2003;143;124;151;128;52
dev-cpp;2004;304;253;323;260;135
dev-cpp;2005;388;266;416;273;149
dev-cpp;2006;450;301;481;311;158
dev-cpp;2007;390;273;427;283;167
dev-cpp;2008;219;137;237;141;157
dev-cpp;2009;189;136;201;143;143
dev-cpp;2010;169;127;174;129;128
dev-cpp;2011;178;123;190;124;159
dev-cpp;2012;437;324;477;330;211
dev-cpp;2013;201;137;210;139;91
dev-cpp;2014;147;84;172;86;99
dev-cpp;2015;129;84;139;85;116
dev-cpp;2016;140;88;156;93;110
dev-cpp;2017;190;145;199;147;172
dev-cpp;2018;81;43;89;43;120
dev-cpp;2019;72;43;84;43;166
dev-cpp;2020;114;76;128;76;194
dev-cpp;2021;98;66;116;66;267
dev-cpp;2022;102;69;112;69;323
dev-cpp;2023;12;9;14;11;86
dev-db;2001;93;101;101;108;47
dev-db;2002;315;393;323;413;158
dev-db;2003;506;507;528;522;288
dev-db;2004;796;569;847;591;528
dev-db;2005;867;679;914;695;635
dev-db;2006;757;584;804;600;471
dev-db;2007;628;462;669;475;471
dev-db;2008;323;242;348;245;317
dev-db;2009;352;237;376;249;339
dev-db;2010;336;268;350;269;435
dev-db;2011;334;255;351;258;377
dev-db;2012;561;422;611;431;428
dev-db;2013;441;321;462;323;320
dev-db;2014;380;247;447;250;372
dev-db;2015;425;254;461;260;449
dev-db;2016;369;257;404;269;365
dev-db;2017;397;267;432;275;487
dev-db;2018;222;128;247;131;533
dev-db;2019;178;95;205;95;463
dev-db;2020;207;140;228;141;386
dev-db;2021;171;106;205;108;431
dev-db;2022;139;88;157;88;395
dev-db;2023;12;7;14;8;84
dev-dotnet;2003;79;59;81;62;25
dev-dotnet;2004;163;131;173;134;75
dev-dotnet;2005;297;228;315;234;136
dev-dotnet;2006;229;155;240;157;104
dev-dotnet;2007;206;163;222;165;112
dev-dotnet;2008;77;65;85;65;64
dev-dotnet;2009;150;124;162;130;96
dev-dotnet;2010;103;61;107;61;79
dev-dotnet;2011;72;55;74;55;50
dev-dotnet;2012;86;96;89;97;43
dev-dotnet;2013;54;28;58;28;24
dev-dotnet;2014;13;2;13;3;9
dev-dotnet;2015;39;25;40;26;19
dev-dotnet;2016;56;35;59;37;24
dev-dotnet;2017;22;19;24;19;15
dev-dotnet;2018;18;9;18;9;6
dev-dotnet;2019;6;2;8;2;10
dev-dotnet;2020;8;4;10;5;7
dev-dotnet;2021;5;NA;6;NA;15
dev-dotnet;2022;4;1;4;1;19
dev-dotnet;2023;2;3;2;3;5
dev-embedded;2003;36;27;37;28;11
dev-embedded;2004;174;121;188;123;83
dev-embedded;2005;261;181;273;189;94
dev-embedded;2006;227;180;249;188;77
dev-embedded;2007;186;144;196;148;69
dev-embedded;2008;91;71;94;72;63
dev-embedded;2009;112;76;121;77;73
dev-embedded;2010;66;63;69;63;63
dev-embedded;2011;127;76;135;80;81
dev-embedded;2012;229;164;245;165;110
dev-embedded;2013;107;84;115;84;54
dev-embedded;2014;70;31;90;31;28
dev-embedded;2015;34;16;39;16;34
dev-embedded;2016;43;36;48;40;35
dev-embedded;2017;66;51;76;52;49
dev-embedded;2018;33;26;36;26;56
dev-embedded;2019;39;20;45;20;49
dev-embedded;2020;44;34;48;34;79
dev-embedded;2021;42;28;52;30;87
dev-embedded;2022;44;38;47;38;113
dev-embedded;2023;4;4;5;5;25
dev-erlang;2016;18;11;23;12;11
dev-erlang;2017;15;11;15;11;10
dev-erlang;2018;8;5;10;5;10
dev-erlang;2019;24;8;27;8;24
dev-erlang;2020;18;13;19;13;21
dev-erlang;2021;4;4;4;4;8
dev-erlang;2022;2;2;2;2;9
dev-games;2003;123;133;126;134;52
dev-games;2004;209;176;226;178;104
dev-games;2005;205;195;217;203;93
dev-games;2006;320;239;346;245;101
dev-games;2007;217;157;232;163;94
dev-games;2008;77;62;79;62;73
dev-games;2009;192;136;201;144;115
dev-games;2010;143;114;149;115;114
dev-games;2011;80;50;83;50;54
dev-games;2012;218;156;231;158;97
dev-games;2013;109;82;115;82;63
dev-games;2014;77;48;94;48;40
dev-games;2015;112;57;121;58;77
dev-games;2016;95;59;101;61;72
dev-games;2017;56;60;59;60;64
dev-games;2018;52;29;56;30;67
dev-games;2019;18;16;19;16;41
dev-games;2020;56;46;59;47;91
dev-games;2021;36;20;43;20;81
dev-games;2022;38;31;43;31;77
dev-games;2023;8;6;9;7;35
dev-go;2015;63;33;70;33;42
dev-go;2016;62;46;67;48;48
dev-go;2017;15;20;15;20;19
dev-go;2018;15;18;16;19;25
dev-go;2019;21;12;22;12;33
dev-go;2020;26;11;28;11;34
dev-go;2021;9;6;9;6;27
dev-go;2022;19;10;21;10;37
dev-go;2023;2;NA;2;NA;4
dev-haskell;2003;71;63;75;67;21
dev-haskell;2004;126;75;136;78;40
dev-haskell;2005;186;165;194;168;73
dev-haskell;2006;256;159;276;161;82
