path;year;n_neg_messages;n_pos_messages;n_negs;no_pos;n_commits
games-strategy;2019;39;38;46;38;50
games-strategy;2020;55;19;64;19;64
games-strategy;2021;54;34;69;34;106
games-strategy;2022;44;24;56;24;64
games-strategy;2023;7;4;9;4;30
games-util;2003;39;24;40;25;9
games-util;2004;231;171;248;179;68
games-util;2005;155;145;164;150;69
games-util;2006;203;152;214;159;46
games-util;2007;133;94;140;98;41
games-util;2008;44;39;46;39;38
games-util;2009;95;76;101;78;54
games-util;2010;59;55;60;56;68
games-util;2011;53;38;55;39;46
games-util;2012;136;111;155;115;55
games-util;2013;76;72;77;72;50
games-util;2014;92;53;107;53;46
games-util;2015;114;67;127;70;87
games-util;2016;74;54;80;60;37
games-util;2017;65;54;69;56;41
games-util;2018;22;12;24;12;25
games-util;2019;21;9;24;9;45
games-util;2020;52;34;56;34;63
games-util;2021;31;19;33;19;70
games-util;2022;33;12;33;12;62
games-util;2023;2;1;2;1;17
glep;2003;6;5;6;5;3
gnome-apps;2001;203;205;213;226;94
gnome-apps;2003;2;2;2;2;1
gnome-base;2001;254;252;263;275;136
gnome-base;2002;476;641;487;670;248
gnome-base;2003;487;473;505;487;250
gnome-base;2004;528;414;561;424;287
gnome-base;2005;683;537;722;551;357
gnome-base;2006;658;483;705;500;301
gnome-base;2007;438;356;463;366;283
gnome-base;2008;253;202;267;205;238
gnome-base;2009;270;200;287;212;216
gnome-base;2010;226;146;235;147;186
gnome-base;2011;183;146;193;150;197
gnome-base;2012;235;213;259;218;137
gnome-base;2013;204;169;213;171;147
gnome-base;2014;178;88;209;88;126
gnome-base;2015;152;92;164;92;113
gnome-base;2016;133;73;148;77;83
gnome-base;2017;146;104;162;105;131
gnome-base;2018;52;47;56;47;77
gnome-base;2019;62;36;74;37;121
gnome-base;2020;76;56;81;56;132
gnome-base;2021;67;38;83;38;123
gnome-base;2022;55;34;57;34;149
gnome-base;2023;7;8;8;9;25
gnome-extra;2001;177;176;183;195;88
gnome-extra;2002;405;567;417;591;222
gnome-extra;2003;551;516;577;529;282
gnome-extra;2004;547;408;581;420;276
gnome-extra;2005;630;486;664;495;332
gnome-extra;2006;704;533;755;554;330
gnome-extra;2007;472;346;497;360;314
gnome-extra;2008;288;227;303;230;293
gnome-extra;2009;378;267;405;281;311
gnome-extra;2010;253;198;264;199;263
gnome-extra;2011;274;211;295;216;282
gnome-extra;2012;399;299;457;307;236
gnome-extra;2013;273;197;290;201;183
gnome-extra;2014;166;103;188;105;149
gnome-extra;2015;195;104;211;104;159
gnome-extra;2016;146;98;164;105;104
gnome-extra;2017;189;151;206;157;168
gnome-extra;2018;65;42;73;43;109
gnome-extra;2019;73;44;83;45;157
gnome-extra;2020;110;65;118;65;165
gnome-extra;2021;92;51;112;52;180
gnome-extra;2022;83;63;93;63;218
gnome-extra;2023;8;2;9;2;38
gnome-libs;2001;58;62;61;67;33
gnome-libs;2003;2;2;2;2;1
gnome-office;2001;70;71;73;75;36
gnome-office;2003;2;2;2;2;1
gnustep-apps;2004;71;46;78;48;26
gnustep-apps;2005;83;83;86;86;30
gnustep-apps;2006;43;38;46;38;17
gnustep-apps;2007;62;49;71;51;26
gnustep-apps;2008;86;65;90;66;32
gnustep-apps;2009;32;25;34;26;30
gnustep-apps;2010;52;31;53;31;25
gnustep-apps;2011;19;28;19;29;23
gnustep-apps;2012;93;54;103;54;38
gnustep-apps;2013;14;5;15;5;13
gnustep-apps;2014;23;15;26;15;13
gnustep-apps;2015;23;15;23;16;14
gnustep-apps;2016;35;29;36;30;11
gnustep-apps;2017;45;31;50;32;20
gnustep-apps;2018;5;NA;5;NA;10
gnustep-apps;2019;18;10;19;10;9
gnustep-apps;2020;7;7;7;7;13
gnustep-apps;2021;17;12;21;13;26
gnustep-apps;2022;5;5;5;5;8
gnustep-base;2004;79;48;86;50;28
gnustep-base;2005;97;86;103;89;32
gnustep-base;2006;85;63;94;65;28
gnustep-base;2007;74;60;80;62;35
gnustep-base;2008;102;66;109;68;40
gnustep-base;2009;24;15;25;15;12
gnustep-base;2010;26;20;28;20;19
gnustep-base;2011;23;34;24;36;20
gnustep-base;2012;33;28;36;28;21
gnustep-base;2013;18;9;19;9;7
gnustep-base;2014;9;7;9;7;12
gnustep-base;2015;14;9;14;9;14
gnustep-base;2016;10;7;10;7;6
gnustep-base;2017;31;23;36;24;17
gnustep-base;2018;4;2;4;2;2
gnustep-base;2019;1;3;1;3;6
gnustep-base;2020;6;1;6;1;8
gnustep-base;2021;15;3;17;3;12
gnustep-base;2022;3;1;3;1;6
gnustep-libs;2004;82;57;91;59;28
gnustep-libs;2005;70;70;72;72;26
gnustep-libs;2006;41;27;44;28;14
gnustep-libs;2007;33;33;36;34;21
gnustep-libs;2008;18;22;19;22;22
gnustep-libs;2009;23;10;23;11;10
gnustep-libs;2010;16;16;16;16;6
gnustep-libs;2011;9;11;9;12;6
gnustep-libs;2012;17;8;20;8;10
gnustep-libs;2013;13;2;14;2;5
gnustep-libs;2014;11;5;12;5;6
gnustep-libs;2015;34;15;34;16;11
gnustep-libs;2016;25;14;26;14;7
gnustep-libs;2017;27;19;31;20;12
gnustep-libs;2018;3;NA;3;NA;5
gnustep-libs;2019;11;6;12;6;9
gnustep-libs;2020;3;5;3;5;2
gnustep-libs;2021;9;5;9;6;17
gnustep-libs;2022;1;NA;1;NA;2
gpe-base;2009;28;20;29;22;24
gpe-base;2010;11;7;11;7;6
gpe-base;2011;3;3;3;4;2
gpe-base;2012;10;6;11;6;4
gpe-base;2013;2;4;2;4;3
gpe-base;2014;18;5;24;5;3
gpe-base;2015;1;1;1;1;1
gpe-utils;2009;12;5;13;5;12
gpe-utils;2010;4;5;4;5;3
gpe-utils;2012;6;2;6;2;1
gpe-utils;2014;1;NA;1;NA;1
gui-apps;2019;27;11;27;11;29
gui-apps;2020;24;20;26;20;41
gui-apps;2021;29;19;33;19;60
gui-apps;2022;42;30;52;30;72
gui-apps;2023;3;2;4;2;24
gui-libs;2019;37;14;40;14;40
gui-libs;2020;45;32;55;32;69
gui-libs;2021;53;36;64;37;137
gui-libs;2022;70;46;80;46;173
gui-libs;2023;8;7;9;7;44
gui-wm;2019;19;10;21;10;21
gui-wm;2020;17;16;22;16;39
gui-wm;2021;16;10;21;10;34
gui-wm;2022;5;9;5;9;28
incoming;2001;177;180;185;191;85
incoming;2002;1;NA;1;NA;1
incoming;2003;2;2;2;2;1
java-virtuals;2007;12;6;13;7;8
java-virtuals;2008;64;44;68;46;39
java-virtuals;2009;20;13;23;13;17
java-virtuals;2010;9;8;9;8;13
java-virtuals;2011;25;13;30;13;11
java-virtuals;2012;66;37;70;37;25
java-virtuals;2013;7;5;8;5;6
java-virtuals;2014;7;4;11;4;7
java-virtuals;2015;17;8;18;8;15
java-virtuals;2016;10;6;10;6;4
java-virtuals;2017;12;16;12;16;9
java-virtuals;2020;2;3;3;3;4
java-virtuals;2021;10;4;12;4;10
java-virtuals;2022;3;3;4;3;11
kde-apps;2001;61;73;61;75;42
kde-apps;2003;2;2;2;2;1
kde-apps;2015;94;64;99;66;73
kde-apps;2016;234;159;249;172;193
kde-apps;2017;197;145;212;147;169
kde-apps;2018;76;39;81;40;85
kde-apps;2019;49;30;54;30;98
kde-apps;2020;78;49;81;49;117
kde-apps;2021;64;38;73;38;111
kde-apps;2022;30;26;34;26;90
kde-apps;2023;2;1;2;1;27
kde-base;2001;186;184;191;203;111
kde-base;2002;404;508;413;531;188
kde-base;2003;461;455;475;470;210
kde-base;2004;535;435;568;448;275
kde-base;2005;736;594;775;609;559
kde-base;2006;852;592;917;613;365
kde-base;2007;513;371;546;380;311
kde-base;2008;194;148;205;151;202
kde-base;2009;376;267;397;279;332
kde-base;2010;192;157;200;158;217
kde-base;2011;241;190;252;194;277
kde-base;2012;294;228;320;234;165
kde-base;2013;316;211;327;215;199
kde-base;2014;205;145;231;148;145
kde-base;2015;125;79;142;81;79
kde-base;2016;123;86;137;94;70
kde-frameworks;2014;12;14;13;14;11
kde-frameworks;2015;112;78;124;80;61
kde-frameworks;2016;142;83;153;87;91
kde-frameworks;2017;180;115;198;116;139
kde-frameworks;2018;50;32;50;34;74
kde-frameworks;2019;31;25;38;25;89
kde-frameworks;2020;78;43;87;43;75
kde-frameworks;2021;42;24;53;24;106
kde-frameworks;2022;41;31;45;31;94
kde-frameworks;2023;2;1;2;1;21
kde-i18n;2001;22;34;24;36;13
kde-i18n;2003;2;2;2;2;1
kde-libs;2003;2;2;2;2;1
kde-misc;2004;47;53;48;56;46
kde-misc;2005;390;305;406;312;176
kde-misc;2006;563;395;610;409;228
kde-misc;2007;381;260;412;270;193
kde-misc;2008;169;128;176;132;115
kde-misc;2009;245;189;257;196;168
kde-misc;2010;135;107;143;108;115
kde-misc;2011;197;137;212;140;176
kde-misc;2012;374;275;412;279;218
kde-misc;2013;250;191;263;196;160
kde-misc;2014;195;127;223;130;139
kde-misc;2015;106;67;115;70;85
kde-misc;2016;144;98;160;106;106
kde-misc;2017;95;75;97;76;118
kde-misc;2018;67;37;78;38;106
kde-misc;2019;45;36;54;36;113
kde-misc;2020;96;71;107;72;110
kde-misc;2021;41;23;47;23;84
kde-misc;2022;32;27;36;27;86
kde-misc;2023;1;1;1;1;15
kde-plasma;2015;74;45;78;45;45
kde-plasma;2016;158;105;165;115;119
kde-plasma;2017;141;102;155;104;102
kde-plasma;2018;47;34;49;35;73
kde-plasma;2019;52;29;64;30;79
kde-plasma;2020;55;31;60;31;86
kde-plasma;2021;40;32;49;32;95
kde-plasma;2022;34;29;38;29;97
kde-plasma;2023;4;1;4;2;26
licenses;2002;198;281;202;294;105
licenses;2003;249;238;258;245;121
licenses;2004;312;220;331;225;109
licenses;2005;275;181;288;183;103
licenses;2006;296;206;318;220;86
licenses;2007;200;157;211;159;82
licenses;2008;75;54;78;54;62
licenses;2009;119;85;127;91;67
licenses;2010;56;58;59;58;61
licenses;2011;62;55;64;56;51
licenses;2012;236;160;259;163;77
licenses;2013;153;107;160;109;92
licenses;2014;110;55;129;55;49
licenses;2015;74;32;78;33;32
licenses;2016;58;37;60;38;34
licenses;2017;53;38;61;43;30
licenses;2018;23;21;26;22;35
licenses;2019;28;13;31;13;20
licenses;2020;16;30;17;30;36
licenses;2021;17;10;22;10;21
licenses;2022;20;7;22;7;26
licenses;2023;;1;;1;7
lxde-base;2008;9;4;9;4;3
lxde-base;2009;46;48;50;50;36
lxde-base;2010;27;13;27;13;28
lxde-base;2011;67;54;68;55;47
lxde-base;2012;99;67;106;68;34
lxde-base;2013;42;28;47;28;41
lxde-base;2014;57;41;64;42;26
lxde-base;2015;49;28;51;28;30
lxde-base;2016;47;26;47;28;20
lxde-base;2017;48;33;53;34;28
lxde-base;2018;28;15;30;15;34
lxde-base;2019;19;8;22;8;22
lxde-base;2020;3;5;3;5;12
lxde-base;2021;6;4;6;4;21
lxde-base;2022;5;NA;5;NA;4
lxqt-base;2014;15;7;18;7;15
lxqt-base;2015;24;19;25;20;23
lxqt-base;2016;24;24;28;27;16
lxqt-base;2017;10;12;12;13;8
lxqt-base;2018;3;4;3;4;11
lxqt-base;2019;5;2;6;2;11
lxqt-base;2020;9;2;9;2;8
lxqt-base;2021;6;2;8;2;11
lxqt-base;2022;10;12;14;12;17
lxqt-base;2023;;2;;2;3
mail-client;2004;396;288;424;300;301
mail-client;2005;745;583;782;596;457
mail-client;2006;731;525;785;539;353
mail-client;2007;590;456;611;469;389
mail-client;2008;246;190;259;191;211
mail-client;2009;282;261;303;275;249
mail-client;2010;246;202;256;205;278
mail-client;2011;257;204;274;207;233
mail-client;2012;465;374;515;383;282
mail-client;2013;318;227;335;230;192
mail-client;2014;192;126;225;126;149
mail-client;2015;181;122;197;125;156
mail-client;2016;235;128;264;137;149
mail-client;2017;248;156;267;158;191
mail-client;2018;114;68;127;68;192
mail-client;2019;96;42;106;43;160
mail-client;2020;140;92;156;93;250
mail-client;2021;98;67;115;69;191
mail-client;2022;91;71;103;71;224
mail-client;2023;10;4;11;5;40
mail-filter;2004;381;266;406;276;204
mail-filter;2005;605;460;641;471;311
mail-filter;2006;490;390;534;403;217
mail-filter;2007;473;340;505;344;252
mail-filter;2008;264;194;275;196;184
mail-filter;2009;188;142;197;148;141
mail-filter;2010;152;131;156;132;138
mail-filter;2011;161;133;172;137;130
mail-filter;2012;331;231;355;236;182
mail-filter;2013;121;84;131;85;84
mail-filter;2014;159;123;182;124;135
mail-filter;2015;88;60;96;63;66
mail-filter;2016;147;79;161;86;110
mail-filter;2017;115;78;125;80;99
mail-filter;2018;71;36;79;39;94
mail-filter;2019;56;23;62;23;123
mail-filter;2020;104;65;116;66;171
mail-filter;2021;77;43;89;43;128
mail-filter;2022;45;35;50;35;111
mail-filter;2023;5;4;6;5;35
mail-mta;2004;319;232;342;238;162
mail-mta;2005;490;352;512;357;274
mail-mta;2006;366;289;393;294;140
mail-mta;2007;278;183;300;190;127
mail-mta;2008;138;117;149;121;100
mail-mta;2009;117;100;120;104;83
mail-mta;2010;133;113;138;114;95
mail-mta;2011;212;145;233;148;176
mail-mta;2012;267;201;288;206;156
mail-mta;2013;303;214;319;217;162
mail-mta;2014;193;119;214;120;147
mail-mta;2015;167;117;178;118;119
mail-mta;2016;135;108;146;117;110
mail-mta;2017;95;86;103;87;96
mail-mta;2018;69;44;77;45;94
mail-mta;2019;95;49;109;50;159
mail-mta;2020;96;73;102;73;142
mail-mta;2021;85;33;103;33;135
mail-mta;2022;42;33;48;33;103
mail-mta;2023;6;1;6;1;23
mate-base;2014;61;38;70;38;43
mate-base;2015;9;4;9;4;9
mate-base;2016;47;30;51;33;26
mate-base;2017;14;13;16;14;7
mate-base;2018;8;8;8;8;9
mate-base;2019;2;2;2;2;10
mate-base;2020;21;13;21;13;15
mate-base;2022;4;3;4;3;16
mate-base;2023;1;NA;1;NA;3
mate-extra;2014;45;32;56;32;31
mate-extra;2015;12;5;12;5;9
mate-extra;2016;44;39;49;45;25
mate-extra;2017;15;15;18;16;9
mate-extra;2018;6;8;6;8;11
mate-extra;2019;8;7;8;7;14
mate-extra;2020;21;13;21;13;25
mate-extra;2021;2;1;2;1;11
mate-extra;2022;7;3;7;3;18
mate-extra;2023;2;NA;2;NA;3
media-fonts;2003;220;184;229;189;71
media-fonts;2004;345;262;361;265;158
media-fonts;2005;276;227;295;231;135
media-fonts;2006;364;258;392;265;162
media-fonts;2007;379;302;398;316;224
media-fonts;2008;204;169;220;173;183
media-fonts;2009;242;199;261;211;196
media-fonts;2010;161;125;167;126;149
media-fonts;2011;133;112;142;115;112
media-fonts;2012;226;155;262;160;125
media-fonts;2013;137;102;144;103;79
media-fonts;2014;112;85;128;85;67
media-fonts;2015;149;95;163;98;103
media-fonts;2016;105;83;121;90;78
media-fonts;2017;115;85;130;88;91
media-fonts;2018;86;44;96;45;159
media-fonts;2019;99;54;120;54;166
media-fonts;2020;97;69;109;70;131
media-fonts;2021;77;58;93;60;168
media-fonts;2022;51;46;61;46;99
media-fonts;2023;2;NA;2;NA;24
media-gfx;2001;197;207;204;232;124
media-gfx;2002;483;633;496;656;308
media-gfx;2003;671;681;702;705;522
media-gfx;2004;899;684;953;706;729
media-gfx;2005;903;714;946;735;830
media-gfx;2006;1052;756;1124;784;700
media-gfx;2007;839;619;898;643;745
media-gfx;2008;522;390;557;396;757
media-gfx;2009;539;403;571;422;654
media-gfx;2010;366;305;379;308;628
media-gfx;2011;444;332;479;339;691
media-gfx;2012;787;582;865;593;732
media-gfx;2013;611;411;647;415;536
media-gfx;2014;520;315;597;318;520
media-gfx;2015;408;263;440;271;426
media-gfx;2016;454;303;495;327;496
media-gfx;2017;384;257;416;260;579
media-gfx;2018;212;131;230;132;587
media-gfx;2019;187;100;220;101;553
media-gfx;2020;265;170;293;171;673
media-gfx;2021;192;125;224;127;696
media-gfx;2022;165;107;185;107;789
media-gfx;2023;14;7;15;8;173
media-libs;2001;215;237;225;252;159
media-libs;2002;641;834;660;870;449
media-libs;2003;827;807;864;833;750
media-libs;2004;1001;767;1062;792;1217
media-libs;2005;984;779;1034;797;1191
media-libs;2006;1228;904;1323;933;1424
media-libs;2007;928;696;988;720;1285
media-libs;2008;571;427;606;433;1174
media-libs;2009;586;439;620;459;1107
media-libs;2010;434;347;448;349;955
media-libs;2011;519;389;562;398;1121
media-libs;2012;863;649;946;662;1249
media-libs;2013;711;498;747;505;935
media-libs;2014;565;347;659;350;862
media-libs;2015;475;312;514;319;733
media-libs;2016;513;351;558;372;741
media-libs;2017;485;328;523;336;953
media-libs;2018;265;151;293;153;1078
media-libs;2019;244;128;282;129;985
media-libs;2020;283;205;313;207;1070
media-libs;2021;211;139;251;142;1067
media-libs;2022;169;118;189;118;1111
media-libs;2023;17;13;21;15;234
media-plugins;2002;84;106;87;111;48
media-plugins;2003;301;311;314;320;147
media-plugins;2004;727;547;769;559;424
media-plugins;2005;704;552;745;563;398
media-plugins;2006;1062;769;1141;787;638
media-plugins;2007;650;466;692;474;440
media-plugins;2008;319;259;342;262;396
media-plugins;2009;363;284;377;295;394
media-plugins;2010;260;193;268;195;264
media-plugins;2011;296;230;314;235;320
media-plugins;2012;544;402;602;407;315
media-plugins;2013;374;283;398;286;232
media-plugins;2014;305;164;348;164;212
media-plugins;2015;266;164;283;167;227
media-plugins;2016;177;123;195;136;132
media-plugins;2017;221;162;237;165;212
media-plugins;2018;112;58;125;58;192
media-plugins;2019;153;92;181;93;254
media-plugins;2020;132;99;146;99;257
media-plugins;2021;112;81;134;83;274
media-plugins;2022;65;45;75;45;164
media-plugins;2023;2;NA;2;NA;29
media-radio;2003;33;22;35;23;8
media-radio;2004;70;60;75;62;29
media-radio;2005;61;55;65;58;24
media-radio;2006;41;40;47;40;12
media-radio;2007;41;31;48;32;12
media-radio;2008;54;36;56;36;30
media-radio;2009;32;21;33;21;24
media-radio;2010;49;37;51;37;63
media-radio;2011;102;87;107;89;78
media-radio;2012;217;149;227;152;102
media-radio;2013;116;83;126;83;63
media-radio;2014;71;41;86;41;48
media-radio;2015;82;44;85;44;57
media-radio;2016;53;43;55;46;51
media-radio;2017;89;55;98;56;67
media-radio;2018;30;26;30;26;61
media-radio;2019;18;17;22;17;63
media-radio;2020;41;28;46;29;56
media-radio;2021;38;19;50;20;85
media-radio;2022;11;18;11;18;59
media-radio;2023;2;NA;2;NA;13
media-sound;2001;213;223;223;236;124
media-sound;2002;597;774;613;805;392
media-sound;2003;788;783;824;810;591
media-sound;2004;943;718;1002;739;952
media-sound;2005;920;734;966;756;824
media-sound;2006;1191;863;1279;889;1043
media-sound;2007;922;685;984;706;1108
media-sound;2008;548;414;583;420;954
media-sound;2009;539;415;565;432;881
media-sound;2010;403;332;419;334;750
media-sound;2011;460;347;498;355;766
media-sound;2012;799;606;873;618;852
media-sound;2013;625;425;659;429;579
media-sound;2014;502;301;590;304;515
media-sound;2015;444;290;482;297;495
media-sound;2016;464;322;509;341;487
media-sound;2017;398;280;429;285;557
media-sound;2018;228;125;251;127;547
media-sound;2019;211;108;239;109;572
media-sound;2020;245;175;270;177;686
media-sound;2021;196;129;231;131;760
media-sound;2022;164;110;183;110;692
media-sound;2023;16;13;20;15;177
media-tv;2003;228;235;241;240;85
media-tv;2004;322;252;348;261;122
media-tv;2005;374;300;399;310;187
media-tv;2006;802;515;863;535;288
media-tv;2007;422;321;453;330;187
media-tv;2008;164;134;173;135;119
media-tv;2009;143;89;153;95;124
media-tv;2010;126;121;129;122;100
media-tv;2011;140;94;148;97;84
media-tv;2012;304;199;352;204;129
media-tv;2013;170;143;183;143;83
media-tv;2014;103;79;116;79;58
media-tv;2015;128;75;144;76;101
media-tv;2016;91;56;97;61;63
media-tv;2017;157;99;168;102;105
media-tv;2018;56;29;61;29;88
media-tv;2019;58;33;62;34;83
media-tv;2020;97;69;104;69;120
media-tv;2021;52;26;60;28;92
media-tv;2022;20;13;23;13;55
media-tv;2023;3;NA;3;NA;17
media-video;2001;169;199;175;214;106
media-video;2002;547;731;562;756;365
media-video;2003;788;763;821;787;596
media-video;2004;898;677;954;699;750
media-video;2005;935;732;987;752;902
media-video;2006;1112;794;1195;823;865
media-video;2007;855;625;915;642;770
media-video;2008;501;364;536;370;754
media-video;2009;523;382;555;399;702
media-video;2010;357;298;370;300;594
media-video;2011;397;338;426;347;698
media-video;2012;745;567;817;578;689
media-video;2013;524;374;552;379;465
media-video;2014;491;310;563;314;470
media-video;2015;369;243;408;249;435
media-video;2016;366;238;402;252;376
media-video;2017;350;234;382;240;445
media-video;2018;176;100;194;102;387
media-video;2019;147;86;178;87;358
media-video;2020;199;138;219;139;376
media-video;2021;152;84;183;86;427
media-video;2022;132;86;141;86;439
media-video;2023;14;11;17;12;108
metadata;2012;21;21;21;21;7
metadata;2013;7;4;7;4;2
metadata;2014;8;4;12;4;1
metadata;2015;34;18;35;19;10
metadata;2016;12;3;16;3;5
metadata;2017;16;4;17;4;9
metadata;2018;1;2;1;2;6
metadata;2019;4;4;5;4;12
metadata;2020;9;7;10;7;10
metadata;2021;10;5;11;5;20
metadata;2022;6;10;6;10;21
metadata;2023;;1;;1;1
net-analyzer;2001;80;80;86;86;33
net-analyzer;2002;404;535;416;553;209
net-analyzer;2003;683;656;710;675;446
net-analyzer;2004;895;651;953;671;623
net-analyzer;2005;907;704;950;723;771
net-analyzer;2006;870;634;933;651;635
net-analyzer;2007;744;539;794;554;609
net-analyzer;2008;405;336;433;341;533
net-analyzer;2009;362;291;387;305;425
net-analyzer;2010;363;293;378;296;519
net-analyzer;2011;386;303;409;309;473
net-analyzer;2012;720;545;787;552;696
net-analyzer;2013;584;390;607;395;479
net-analyzer;2014;487;307;567;310;521
net-analyzer;2015;351;235;387;240;437
net-analyzer;2016;336;245;360;263;393
net-analyzer;2017;382;287;417;294;514
net-analyzer;2018;215;118;231;120;386
net-analyzer;2019;189;104;215;104;418
net-analyzer;2020;230;174;253;175;560
net-analyzer;2021;170;103;205;106;434
net-analyzer;2022;134;88;142;88;422
net-analyzer;2023;10;10;12;11;96
net-apache;2003;2;2;2;2;1
net-dialup;2001;84;83;88;91;41
net-dialup;2002;165;224;169;232;83
net-dialup;2003;378;365;395;374;161
net-dialup;2004;492;380;528;391;255
net-dialup;2005;599;469;630;483;302
net-dialup;2006;603;416;645;435;222
net-dialup;2007;476;368;507;379;219
net-dialup;2008;228;164;246;168;138
net-dialup;2009;155;116;165;121;104
net-dialup;2010;58;57;60;57;58
net-dialup;2011;73;42;81;43;46
net-dialup;2012;136;119;144;119;73
net-dialup;2013;190;119;207;121;73
net-dialup;2014;78;47;94;47;63
net-dialup;2015;84;59;92;59;55
net-dialup;2016;103;60;113;66;58
net-dialup;2017;77;51;83;53;64
net-dialup;2018;53;20;58;20;52
net-dialup;2019;41;13;44;13;59
net-dialup;2020;41;29;47;29;58
net-dialup;2021;61;37;72;39;95
net-dialup;2022;22;19;24;19;59
net-dialup;2023;1;4;2;5;13
net-dns;2002;127;128;128;131;52
net-dns;2003;269;253;275;260;121
net-dns;2004;400;335;421;343;205
net-dns;2005;400;335;419;341;241
net-dns;2006;636;481;682;496;268
net-dns;2007;460;345;501;353;264
net-dns;2008;195;149;201;149;210
net-dns;2009;178;143;189;151;170
net-dns;2010;207;172;215;172;191
net-dns;2011;212;149;224;152;200
net-dns;2012;428;278;458;285;257
net-dns;2013;320;217;338;221;183
net-dns;2014;255;179;295;182;197
net-dns;2015;200;125;221;128;175
net-dns;2016;191;139;205;149;175
net-dns;2017;277;156;299;159;262
net-dns;2018;148;70;160;71;237
net-dns;2019;140;66;159;67;279
net-dns;2020;167;112;178;113;284
net-dns;2021;91;61;107;63;231
net-dns;2022;73;50;86;50;194
net-dns;2023;10;4;12;5;48
net-firewall;2003;327;329;341;338;132
net-firewall;2004;361;313;383;320;179
net-firewall;2005;398;293;421;300;197
net-firewall;2006;356;258;380;268;131
net-firewall;2007;331;244;355;249;173
net-firewall;2008;156;139;171;144;112
net-firewall;2009;160;122;168;129;123
net-firewall;2010;94;79;96;81;90
net-firewall;2011;179;121;194;122;104
net-firewall;2012;310;233;327;239;146
net-firewall;2013;163;118;172;120;116
net-firewall;2014;169;89;203;89;90
net-firewall;2015;171;118;191;119;129
net-firewall;2016;143;94;150;102;104
net-firewall;2017;149;98;160;100;111
net-firewall;2018;67;36;70;36;105
net-firewall;2019;51;26;56;26;92
net-firewall;2020;94;68;101;69;124
net-firewall;2021;63;38;81;38;104
net-firewall;2022;46;34;53;34;113
net-firewall;2023;4;2;5;2;22
net-fs;2001;149;142;156;156;70
net-fs;2002;219;261;232;270;91
net-fs;2003;307;311;319;318;146
net-fs;2004;401;322;427;330;242
net-fs;2005;341;304;359;310;177
net-fs;2006;440;288;475;303;162
net-fs;2007;281;199;296;206;175
net-fs;2008;121;97;125;97;110
net-fs;2009;114;102;119;108;117
net-fs;2010;130;92;134;93;110
net-fs;2011;198;124;218;126;129
net-fs;2012;268;191;292;193;116
net-fs;2013;263;199;276;200;187
net-fs;2014;156;93;176;95;110
net-fs;2015;175;117;185;118;118
net-fs;2016;187;141;204;153;142
net-fs;2017;141;112;150;115;137
net-fs;2018;125;63;133;63;175
net-fs;2019;76;35;92;35;144
net-fs;2020;102;71;114;72;157
net-fs;2021;84;55;102;57;163
net-fs;2022;46;30;49;30;119
net-fs;2023;8;2;10;2;23
net-ftp;2001;150;162;156;173;66
net-ftp;2002;247;340;249;355;130
net-ftp;2003;359;337;374;349;163
net-ftp;2004;450;360;482;366;216
net-ftp;2005;367;330;385;339;199
net-ftp;2006;418;321;454;335;188
net-ftp;2007;356;255;384;261;163
net-ftp;2008;153;124;165;125;154
net-ftp;2009;225;184;234;190;202
net-ftp;2010;159;130;163;131;139
net-ftp;2011;175;153;182;157;186
net-ftp;2012;258;222;291;223;153
net-ftp;2013;228;135;246;138;117
net-ftp;2014;152;105;170;107;116
net-ftp;2015;140;92;151;92;122
net-ftp;2016;131;95;145;100;93
net-ftp;2017;103;80;112;85;85
net-ftp;2018;67;34;71;34;78
net-ftp;2019;44;23;57;23;84
net-ftp;2020;62;46;73;48;113
net-ftp;2021;36;28;43;29;94
net-ftp;2022;30;23;35;23;96
net-ftp;2023;2;NA;2;NA;11
net-im;2001;112;128;118;134;65
net-im;2002;480;624;492;646;255
net-im;2003;655;643;681;662;411
net-im;2004;848;649;896;665;654
net-im;2005;799;630;838;646;486
net-im;2006;772;559;833;574;414
net-im;2007;564;415;596;425;405
net-im;2008;320;256;336;259;353
net-im;2009;357;263;374;277;323
net-im;2010;281;216;292;217;298
net-im;2011;258;224;270;226;328
net-im;2012;518;384;575;391;332
net-im;2013;275;208;293;209;196
net-im;2014;236;153;278;154;214
net-im;2015;199;128;213;133;147
net-im;2016;201;148;224;159;194
net-im;2017;213;147;232;154;215
net-im;2018;104;60;115;62;191
net-im;2019;101;56;111;57;203
net-im;2020;200;146;220;147;403
net-im;2021;146;90;177;92;394
net-im;2022;98;61;106;61;368
net-im;2023;10;5;12;6;86
net-irc;2001;123;96;134;102;52
net-irc;2002;245;324;254;333;115
net-irc;2003;395;391;406;407;197
net-irc;2004;587;443;634;458;282
net-irc;2005;557;403;595;413;267
net-irc;2006;484;375;521;391;218
net-irc;2007;522;376;564;387;284
net-irc;2008;219;166;227;168;181
net-irc;2009;232;192;241;202;196
net-irc;2010;191;132;201;134;185
net-irc;2011;223;155;256;158;184
net-irc;2012;371;250;406;255;182
net-irc;2013;203;156;214;156;161
net-irc;2014;232;152;268;154;146
net-irc;2015;128;84;141;87;127
net-irc;2016;136;113;144;122;134
net-irc;2017;184;143;194;144;165
net-irc;2018;120;60;133;61;156
net-irc;2019;58;29;62;29;144
net-irc;2020;88;75;98;76;170
net-irc;2021;90;49;107;50;186
net-irc;2022;91;61;105;61;205
